Noakhali_text,Formal_text
"আইচ্ছা ইরে মেধা শুনছস নি, ",আচ্ছা এই মেধাঁ শুনেছ নাকি
শাকিব খান বলে আবার বুবলি রে লই যাইব,শাকিব খান নাকি আবার বুবলিকে নিয়ে যাবে
"হেতিরে কইসে আই তো হোলা ছাড়া থাইক্তাম হাইত্তন ন,",বলে তাকে বলেছে আমি তো ছেলে ছাড়া থাকতে পারবো না
অন তুঁই আর কথা শুন,এখন তুমি আমার কথা শুনো
"যদি আর কাছে আনি আনি রাখি তাইলে তোরেও আর কাছে আই থান লাইগব, ",যদি আমার কাছে আনি এনে রাখি তাহলে তোমাকেও আমার কাছে এসে থাকা লাগবে
আই তোরে মাফ করি দি তুঁই আরে মাফ করি দে,আমি তোমাদের মাফ করে দেই তুমি আমাকে মাফ করে দাও
"আই ভুল কইচ্ছিলাম,",আমি ভুল করেছিলাম
আই অফুর কাছে যাইতাম ছাই ন,আমি অপুর কাছে যেতে চাইনি
"হেতি আরে জোর করি নিছে,  ",সে আমাকে জোর করেই নিয়েছে
এইযে তর নামে এইসব আজে বাজে কথা কইছি,এই যে তোর নামে এসব আজেবাজে কথা বলেছি
এগুনে অফু আরে লগে বইয়ায় শিখায় দিসে বুইজ্জতি,এসব অপু আমাকে সাথে বসিয়ে শিখিয়ে দিয়েছে বুঝেছো
"তুঁই অন আরে মাফ কর, বুব্লি তোরে ছারা আই বাইছতান ন,",তুমি এখন আমাকে মাফ করো বুবলি তোমাকে ছাড়া আমি বাঁচবো না
হেতে বলে এগিন কয়ের,সে নাকি এসব বলছে
